ta027.txt ,&, 0.000 ,&,2569,&, 46.800 ,&,2362 
ta028.txt ,&, 0.000 ,&,2629,&, 46.800 ,&,2249 
ta029.txt ,&, 15.600 ,&,2713,&, 46.800 ,&,2320 
ta030.txt ,&, 31.200 ,&,2864,&, 46.800 ,&,2277 
ta031.txt ,&, 0.000 ,&,3148,&, 288.202 ,&,2733 
ta032.txt ,&, 0.000 ,&,3371,&, 296.401 ,&,2843 
ta033.txt ,&, 0.000 ,&,3080,&, 301.802 ,&,2640 
ta034.txt ,&, 15.600 ,&,3172,&, 286.602 ,&,2782 
ta035.txt ,&, 0.000 ,&,3294,&, 283.801 ,&,2868 
ta036.txt ,&, 0.000 ,&,3122,&, 301.203 ,&,2850 
ta037.txt ,&, 0.000 ,&,3184,&, 312.001 ,&,2758 
ta038.txt ,&, 15.600 ,&,3153,&, 302.202 ,&,2721 
ta039.txt ,&, 0.000 ,&,3108,&, 315.001 ,&,2576 
ta040.txt ,&, 0.000 ,&,3249,&, 280.801 ,&,2790 
ta041.txt ,&, 0.000 ,&,3965,&, 423.201 ,&,3135 
ta042.txt ,&, 0.000 ,&,3830,&, 436.801 ,&,3032 
ta043.txt ,&, 15.600 ,&,3675,&, 440.801 ,&,2986 
ta044.txt ,&, 0.000 ,&,3789,&, 426.602 ,&,3198 
ta045.txt ,&, 0.000 ,&,3938,&, 442.801 ,&,3160 
ta046.txt ,&, 0.000 ,&,3790,&, 430.201 ,&,3178 
ta047.txt ,&, 15.600 ,&,3761,&, 443.801 ,&,3277 
ta048.txt ,&, 0.000 ,&,3674,&, 436.801 ,&,3123 
ta049.txt ,&, 15.600 ,&,3812,&, 439.801 ,&,3002 
ta050.txt ,&, 0.000 ,&,3934,&, 423.201 ,&,3257 
ta051.txt ,&, 15.600 ,&,4959,&, 705.402 ,&,4082 
ta052.txt ,&, 15.600 ,&,4761,&, 690.802 ,&,3921 
ta053.txt ,&, 15.600 ,&,4566,&, 681.203 ,&,3927 
ta054.txt ,&, 15.600 ,&,4759,&, 701.402 ,&,3969 
ta055.txt ,&, 46.800 ,&,4749,&, 728.003 ,&,3835 
ta056.txt ,&, 0.000 ,&,4654,&, 718.002 ,&,3914 
ta057.txt ,&, 15.600 ,&,4817,&, 702.402 ,&,3952 
ta058.txt ,&, 15.600 ,&,4744,&, 685.802 ,&,3938 
ta059.txt ,&, 7.000 ,&,4740,&, 707.002 ,&,3952 
ta060.txt ,&, 15.600 ,&,4827,&, 690.203 ,&,4079 
ta061.txt ,&, 0.000 ,&,6121,&, 2273.009 ,&,5519 
ta062.txt ,&, 0.000 ,&,5859,&, 2245.408 ,&,5348 
ta063.txt ,&, 0.000 ,&,5718,&, 2276.608 ,&,5219 
ta064.txt ,&, 15.600 ,&,5505,&, 2283.608 ,&,5023 
ta065.txt ,&, 0.000 ,&,5903,&, 2309.808 ,&,5266 
ta066.txt ,&, 0.000 ,&,5667,&, 2343.410 ,&,5139 
ta067.txt ,&, 0.000 ,&,5951,&, 2368.808 ,&,5259 
ta068.txt ,&, 0.000 ,&,5651,&, 2351.608 ,&,5120 
ta069.txt ,&, 0.000 ,&,6220,&, 2331.409 ,&,5489 
ta070.txt ,&, 0.000 ,&,6025,&, 2301.614 ,&,5299 
ta071.txt ,&, 0.000 ,&,7175,&, 3464.810 ,&,5846 
ta072.txt ,&, 0.000 ,&,6572,&, 3525.809 ,&,5453 
ta073.txt ,&, 31.200 ,&,6880,&, 3477.009 ,&,5824 
ta074.txt ,&, 0.000 ,&,7059,&, 3514.408 ,&,5929 
ta075.txt ,&, 15.600 ,&,6652,&, 3666.808 ,&,5679 
ta076.txt ,&, 15.600 ,&,6510,&, 3655.014 ,&,5375 
ta077.txt ,&, 0.000 ,&,6786,&, 3649.812 ,&,5704 
ta078.txt ,&, 0.000 ,&,6702,&, 3656.812 ,&,5760 
ta079.txt ,&, 0.000 ,&,7042,&, 3637.613 ,&,6032 
ta080.txt ,&, 25.600 ,&,7088,&, 3607.611 ,&,5918 
ta081.txt ,&, 48.800 ,&,7840,&, 5974.823 ,&,6541 
ta082.txt ,&, 15.600 ,&,7681,&, 6000.627 ,&,6523 
ta083.txt ,&, 31.200 ,&,8102,&, 5979.216 ,&,6639 
ta084.txt ,&, 31.200 ,&,7849,&, 5999.416 ,&,6557 
ta085.txt ,&, 46.800 ,&,8174,&, 5971.418 ,&,6695 
ta086.txt ,&, 15.600 ,&,8169,&, 6016.822 ,&,6664 
ta087.txt ,&, 15.600 ,&,7995,&, 6070.424 ,&,6632 
ta088.txt ,&, 31.200 ,&,8067,&, 6035.219 ,&,6739 
ta089.txt ,&, 31.200 ,&,7898,&, 6018.024 ,&,6677 
ta090.txt ,&, 31.200 ,&,7918,&, 6007.024 ,&,6677 
ta091.txt ,&, 46.800 ,&,12585,&, 28899.894 ,&,10942 
ta092.txt ,&, 7.000 ,&,12453,&, 29083.899 ,&,10716 
ta093.txt ,&, 15.600 ,&,12845,&, 29412.112 ,&,11025 
ta094.txt ,&, 15.600 ,&,12938,&, 29230.900 ,&,11057 
ta095.txt ,&, 31.200 ,&,12792,&, 28966.501 ,&,10645 
ta096.txt ,&, 31.200 ,&,12985,&, 29060.704 ,&,10458 
ta097.txt ,&, 15.600 ,&,13083,&, 29214.903 ,&,10989 
ta098.txt ,&, 31.200 ,&,12888,&, 29407.509 ,&,10829 
ta099.txt ,&, 15.600 ,&,12575,&, 29488.509 ,&,10574 
ta100.txt ,&, 31.200 ,&,12668,&, 29588.515 ,&,10807 
ta101.txt ,&, 62.400 ,&,13786,&, 49429.956 ,&,11594 
ta102.txt ,&, 46.800 ,&,14169,&, 48960.563 ,&,11675 
ta103.txt ,&, 87.402 ,&,14326,&, 48777.169 ,&,11852 
ta104.txt ,&, 57.801 ,&,13825,&, 49588.560 ,&,11803 
ta105.txt ,&, 62.400 ,&,13674,&, 49350.573 ,&,11685 
ta106.txt ,&, 46.800 ,&,14264,&, 49716.387 ,&,11629 
ta107.txt ,&, 62.400 ,&,13927,&, 49639.365 ,&,11833 
ta108.txt ,&, 62.400 ,&,14411,&, 49613.575 ,&,11913 
ta109.txt ,&, 62.400 ,&,14254,&, 49457.178 ,&,11673 
ta110.txt ,&, 46.800 ,&,14142,&, 49638.373 ,&,11869 
ta111.txt ,&, 156.000 ,&,31909,&, 779798.798 ,&,26670 
ta112.txt ,&, 143.401 ,&,32065,&, 806524.118 ,&,27232 
ta113.txt ,&, 167.010 ,&,32107,&, 875168.902 ,&,26848 
ta114.txt ,&, 140.400 ,&,32036,&, 792331.188 ,&,27055 
ta115.txt ,&, 141.400 ,&,31652,&, 809383.050 ,&,26727 
ta116.txt ,&, 156.000 ,&,31876,&, 806851.526 ,&,26992 
ta117.txt ,&, 137.801 ,&,32089,&, 858480.841 ,&,26797 
ta118.txt ,&, 152.009 ,&,32251,&, 935444.323 ,&,27138 
ta119.txt ,&, 174.010 ,&,31720,&, 944202.005 ,&,26631 
ta120.txt ,&, 164.009 ,&,32450,&, 952100.457 ,&,26984 
